Area,Round,Bright,Compact,ShpIndx,Mean_G,Mean_R,Mean_NIR,SD_G,SD_R,SD_NIR,LW,GLCM1,Rect,GLCM2,Dens,Assym,NDVI,BordLngth,GLCM3,Area_140,Round_140,Bright_140,Compact_140,ShpIndx_140,Mean_G_140,Mean_R_140,Mean_NIR_140,SD_G_140,SD_R_140,SD_NIR_140,LW_140,GLCM1_140,Rect_140,GLCM2_140,Dens_140,Assym_140,NDVI_140,BordLngth_140,GLCM3_140,class
1434,0.94,226.51,1.73,1.62,203.48,237.86,238.18,6.55,5.29,5.59,1.5,0.72,0.85,6.3,2.05,0.53,-0.08,246,1829.29,9162,2.07,228.44,4.25,4.62,202.28,241.31,241.72,11.78,14,14.2,1.85,0.77,0.33,7.15,1.22,0.65,-0.09,1770,1422.05,concrete 
216,1.9,177.68,2.87,2.65,189.44,174.35,169.25,10.19,7.71,7.59,1.55,0.64,0.55,6.74,1.45,0.45,0.04,156,2691.77,4434,2.58,202.96,5.85,6.02,206.37,200.91,201.6,20.92,29.93,28.14,1.87,0.84,0.5,8.23,1.21,0.68,0.01,1604,1120.33,grass 
163,1.57,201.33,2.21,2.55,204.58,200.2,199.21,8.91,8.73,9.99,1.11,0.45,0.64,6.51,1.6,0.51,0.01,130,3499.18,10558,1.91,198.17,2.75,6.69,199.19,198.14,197.19,15.77,22.97,23.22,2.12,0.76,0.61,8.07,1.54,0.72,0,2748,1578.79,soil 
1052,0.71,238.48,1.76,2,211.27,251.91,252.25,6.54,4.39,4.15,1.05,0.45,0.85,6.42,2.15,0.39,-0.09,260,3043.19,5961,1.56,233.28,2.44,3.12,204.65,247.15,248.04,19.73,18.82,17.65,1.32,0.79,0.7,7.5,1.9,0.47,-0.09,964,819.81,concrete 
2970,1.1,240.51,1.48,1.87,216.14,252.67,252.71,7.05,3.58,3.39,1.35,0.44,0.88,6.59,2.18,0.33,-0.08,408,2957.56,6215,1.23,239.85,1.41,2.36,216.14,251.67,251.74,9.91,7.52,7.33,2.02,0.62,0.82,6.82,1.85,0.72,-0.08,744,1798.74,building 
228,1.98,133.41,2.62,2.38,182.6,99.61,118.02,14.94,12,11.78,1.13,0.79,0.64,7.06,1.6,0.25,0.29,144,1919.85,4321,3.07,140.62,5.93,4.77,171.35,120.18,130.33,45.02,36.35,34.32,1.17,0.91,0.21,8.96,1.04,0.12,0.18,1254,612.24,tree 
1732,0.5,244.37,1.2,1.32,228.16,252.54,252.4,8.88,3.87,3.88,1.51,0.68,0.93,6.92,2.19,0.43,-0.05,220,2066.26,2098,0.53,242.61,1.35,1.22,226.11,250.68,251.03,11.97,8.44,7.79,1.23,0.75,0.88,7.19,2.28,0.27,-0.05,224,1644.02,building 
485,2.62,55.5,5.37,4.15,62.19,48.92,55.39,14.73,10.88,10.89,2.78,0.59,0.24,7.37,0.85,0.88,0.12,366,3406.69,4139,2.54,71.13,4.34,4.55,81.44,62.32,69.62,37.18,28.64,29.01,5.68,0.87,0.46,8.94,0.76,0.97,0.13,1170,987.05,shadow 
230,1.27,205.99,2.27,2.9,198.1,228.7,191.19,10.03,10.04,10.07,1.61,0.41,0.67,6.83,1.66,0.45,-0.07,176,4007.52,1712,2.35,182.56,3.72,2.71,183.91,191.16,172.6,25.23,38.63,25.34,1.31,0.73,0.48,8.25,1.42,0.61,-0.02,448,1753.86,building 
864,0.8,230.77,1.53,1.87,196.23,245.43,250.64,6.94,6.53,5.02,2.12,0.51,0.85,6.53,1.83,0.76,-0.11,220,2951.98,1633,0.47,233.18,1.28,1.37,202.91,246.68,249.93,12.82,11.34,9.38,1.68,0.77,0.92,7.17,2.14,0.5,-0.1,222,1418.23,building 
631,0.72,219.86,1.29,1.89,189.85,238.19,231.52,7.39,7.57,7.58,3.19,0.54,0.85,6.63,1.55,0.87,-0.11,190,3149.37,2418,0.88,212.34,1.74,1.65,185.62,227.3,224.1,23.62,26.34,26.15,1.13,0.84,0.76,7.86,2.12,0.44,-0.1,324,1045.68,building 
729,1.14,236.24,1.58,1.72,205.83,250.59,252.31,5.95,4.51,3.66,2.17,0.43,0.8,6.35,1.67,0.82,-0.1,186,3507.49,2721,0.64,228.58,1.55,1.51,203.11,239.94,242.69,19.14,17.92,16.02,1.03,0.85,0.85,7.75,2.26,0.23,-0.08,316,1042.98,building 
1552,0.5,212.77,1.19,1.4,183.26,231.53,223.51,6.49,6.25,6.56,1.7,0.34,0.93,6.45,2.14,0.52,-0.12,220,3200.36,2317,0.63,214.65,1.33,1.16,189.74,229.81,224.41,15.7,21.01,19.37,1.33,0.82,0.87,7.32,2.26,0.31,-0.1,224,1155.66,building 
554,0.86,154.67,1.73,1.83,202.89,124.27,136.87,11.43,11.33,9.56,2.4,0.68,0.79,7.09,1.66,0.81,0.24,172,2124.19,5400,1.94,153.21,3.04,4.71,187.99,131.59,140.06,32.73,29.02,26.56,1.16,0.87,0.43,8.66,1.59,0.18,0.18,1384,857.16,grass 
111,0.61,128.36,1.79,1.61,176.1,96.75,112.23,23.18,11.21,10.49,2.18,0.85,0.81,6.63,1.67,0.72,0.29,68,1216.01,6873,2.96,74.71,5.46,6.48,89.31,63.85,70.98,41.19,31.62,32.35,1.27,0.89,0.45,9.33,1.29,0.52,0.17,2148,876.24,tree 
199,1.71,167.84,2.22,2.69,184.82,159.56,159.14,10.1,6.76,6.71,1,0.81,0.58,6.17,1.59,0.09,0.07,152,1132.11,11908,1.8,167.88,2.39,3.44,176.35,163.01,164.29,24.26,24.99,24.55,4.48,0.89,0.67,8.16,1.07,0.97,0.04,1502,653.12,grass 
102,1.74,123.02,3.14,2.82,169.87,89.7,109.48,10.08,10.3,11.33,2.09,0.57,0.6,6.35,1.33,0.63,0.31,114,4716.45,2708,2.58,148.26,5.17,5.84,160.03,138.29,146.46,36.29,34.29,30.68,2.38,0.83,0.31,8.94,0.98,0.74,0.07,1216,1229.72,tree 
69,0.47,125.09,1.74,1.32,104.97,132.43,137.86,13.37,13.88,14.41,1.2,0.6,0.81,6.14,1.81,0.28,-0.12,44,3592.47,7274,2.02,115.98,3.53,6.11,101.8,120.91,125.24,40.67,40.56,39.41,3.03,0.86,0.52,9.23,1.17,0.85,-0.09,2086,1011.23,asphalt 
305,0.86,189.74,1.5,1.55,214.01,178.93,176.29,9.58,11.83,8.48,1.26,0.66,0.83,6.73,1.99,0.32,0.09,108,2115.66,3527,1.98,198.49,2.35,3.8,202.45,198.33,194.7,33.07,38.86,36.32,1.02,0.87,0.6,8.4,1.73,0.38,0.01,902,814.81,grass 
914,1.3,238.28,2.18,2,213.16,250.48,251.21,7.84,6.07,5.28,1.52,0.44,0.68,6.66,1.81,0.65,-0.08,242,3267.56,1943,0.53,240.61,1.38,1.28,220.72,250.2,250.9,12.19,8.83,7.47,1.21,0.71,0.85,7.24,2.25,0.31,-0.06,226,1756.26,building 
164,0.56,88.64,1.45,1.37,86.96,92.84,86.14,7.26,7.26,7.29,1.21,0.35,0.82,6.32,1.96,0.29,-0.03,70,3787.67,2993,2.28,94.92,3.41,3.56,113.15,83.37,88.25,45.32,30.75,29.22,1.32,0.91,0.41,8.95,1.47,0.32,0.15,778,631.23,building 
1856,1.04,30.83,1.36,2.84,23.98,32.12,36.39,6.89,6.93,7.31,13.41,0.35,0.86,6.64,0.81,0.99,-0.15,490,3563.33,2686,0.86,31.86,1.32,2.74,24.05,33.77,37.76,7.36,8.72,8.69,14.39,0.41,0.86,6.76,0.78,0.99,-0.17,568,3487.64,asphalt 
5767,0.52,223.35,1.19,1.65,177.27,242.47,250.32,5.83,5.77,4.99,3.88,0.09,0.98,6.36,1.65,0.88,-0.16,502,3816.45,9195,0.39,223.84,1.06,1.49,178.52,242.82,250.19,8.41,6.25,5.55,5.38,0.47,0.98,6.61,1.42,0.94,-0.15,572,2534.28,building 
355,0.89,43.78,1.5,1.62,36.4,43.65,51.3,5.28,5.25,4.85,1.47,0.6,0.83,5.99,1.99,0.48,-0.09,122,2783.41,1509,1.72,57.13,2.62,2.66,57.16,53.72,60.52,24.78,16,15.3,1.14,0.9,0.49,7.81,1.64,0.46,0.03,414,743.25,shadow 
107,1.5,228.44,2.44,2.51,217.93,235.06,232.33,5.96,6.33,6.77,2.15,0.42,0.66,5.95,1.39,0.78,-0.04,104,3598.74,29183,3.39,230.43,8.26,5.87,206.2,241.9,243.18,11.15,10.69,10.39,1.43,0.78,0.2,7.26,0.87,0.68,-0.08,4014,1370.95,soil 
291,0.94,235.11,1.74,2.11,220.67,242.27,242.38,7.02,7.25,7.96,1.05,0.46,0.77,6.47,2.01,0.16,-0.05,144,3511.91,9207,1.5,212.49,2.4,4.66,205.89,216.31,215.28,15.62,20.55,20.84,1.49,0.8,0.71,7.89,1.88,0.45,-0.02,1788,1321.19,soil 
442,1.25,144.29,1.88,2.5,162.1,133.73,137.03,11.44,11.83,12.81,3.25,0.6,0.74,7.15,1.54,0.8,0.1,210,2785.54,20051,2.42,151.79,3.04,5.26,167.46,141.95,145.96,19.91,23.78,22.85,20.9,0.78,0.55,8.11,0.43,1,0.08,2980,1258.31,grass 
1129,1.44,236.99,1.81,1.98,206.24,252.2,252.51,7.18,4.24,3.77,1.27,0.43,0.85,6.55,2.14,0.31,-0.1,266,3154.05,5724,1.52,235.38,1.75,2.94,206.9,249.07,250.15,14.03,13.57,11.84,1.69,0.6,0.83,7.18,2.03,0.58,-0.09,890,1779.04,building 
28,1.58,173.1,2.57,1.98,155.18,179.82,184.29,23.86,25.81,27.76,1.13,0.32,0.43,5.5,1.19,0.72,-0.07,42,6351.55,4057,1.83,154.09,2.77,2.91,177.31,139.38,145.57,38.97,39.07,35.56,1.3,0.88,0.59,8.84,1.67,0.66,0.12,742,781.94,car 
755,1.69,215.06,2.53,2.26,187.65,234.81,222.72,8.57,8.48,7.8,1.75,0.3,0.63,6.7,1.51,0.83,-0.11,248,3489.04,2222,0.62,202.99,1.31,1.21,178.75,219.2,211.01,22.99,20.7,21.28,1.16,0.85,0.87,7.89,2.28,0.22,-0.1,228,999.3,building 
196,1.11,144.82,2.15,2.18,216.13,100.32,118.02,11.57,9.78,8.87,2.71,0.7,0.73,6.76,1.57,0.76,0.37,122,2527.56,8405,2.12,123.1,3.91,6.09,162.83,98.66,107.81,50.5,36.7,36.11,1.19,0.93,0.37,9.2,1.4,0.59,0.25,2232,535.54,tree 
438,1.69,161.57,2.5,3.54,186.36,145.56,152.79,15.46,10.86,9.36,4.87,0.72,0.61,7.3,0.94,0.97,0.12,296,1819.51,5844,2.03,168.05,3.38,4.58,173.08,162.79,168.26,41.85,48.72,46.58,3.55,0.88,0.41,9.13,1.02,0.92,0.03,1402,865.8,grass 
408,1.71,227.89,2.2,2.5,208.04,239.42,236.23,7.3,8.24,9.78,1.91,0.52,0.57,6.5,1.36,0.78,-0.07,202,3357.71,1985,1.71,205.13,3.32,4.76,187.53,214.98,212.87,32.52,35.28,33.8,2.25,0.79,0.62,8.21,1.48,0.74,-0.07,848,1260.39,car 
377,0.6,221.93,1.52,1.65,193.09,245.14,227.56,6.49,5.48,5.64,3.38,0.45,0.88,6.35,1.59,0.86,-0.12,128,3553.25,3533,1.73,191.75,2.45,3.82,193.22,190.46,191.58,37.16,39.04,30.67,1.07,0.91,0.68,8.66,1.96,0.2,0.01,908,620.51,building 
296,1.43,210.36,2.32,2.91,207.41,211.85,211.82,11.3,14.04,14.2,1.74,0.52,0.62,7.08,1.64,0.45,-0.01,200,3690.02,1638,1.96,192.4,3.14,3.66,192.8,192.69,191.73,18.16,21.84,22.03,1.67,0.75,0.61,8.16,1.63,0.45,0,592,1724.96,soil 
251,0.36,241.98,1.14,1.14,224.55,250.41,250.98,10.95,6.66,5.89,1.27,0.69,0.93,6.66,2.06,0.33,-0.05,72,2212.2,2278,0.84,200.76,1.55,1.59,178.45,216.68,207.15,31.4,30.7,29.25,1.13,0.88,0.8,7.67,2.23,0.23,-0.1,304,658.96,concrete 
84,1.46,150.51,2.03,1.96,87.48,155.54,208.51,13.78,13.06,12.88,3.7,0.65,0.74,6.1,1.23,0.89,-0.28,72,2233.38,3419,2.27,142.41,3.31,3.13,162.81,125.31,139.11,56.48,41.33,43.64,3.16,0.93,0.57,8.64,1.2,0.87,0.13,732,489.15,pool 
256,2.93,236.72,4.85,3.13,224.59,241.32,244.24,12.99,12.69,10.94,4.71,0.59,0.31,7.11,0.65,0.96,-0.04,200,3228.03,5626,2.11,216.24,3.41,4.42,211.97,224.07,212.67,30.31,38.38,33.48,1.91,0.81,0.6,8.37,1.48,0.67,-0.03,1326,1085.1,concrete 
2407,1.35,244.52,1.73,1.65,229.05,252.24,252.28,8.97,4.65,4.47,1.08,0.63,0.76,6.92,2.08,0.58,-0.05,324,2248.12,3107,1.15,243.62,1.99,1.77,228.77,250.77,251.32,13.2,9.67,8.63,1.56,0.69,0.69,7.19,2.01,0.54,-0.05,394,1513.43,building 
158,1.53,158.49,2.98,2.78,218.08,118.67,138.72,17.03,6.49,6.87,1.61,0.89,0.52,6.76,1.36,0.68,0.3,140,874.1,1784,1.81,157.75,2.53,3.48,202.49,128.01,142.75,30.17,26.17,25.7,2.22,0.89,0.53,8.48,1.35,0.81,0.23,588,760.33,tree 
63,0.27,230.65,1.14,1.07,200.54,245.76,245.63,13.35,14.85,13.93,1.13,0.4,0.93,5.74,1.85,0.17,-0.1,34,4757.86,8687,2.8,135.99,6.15,6.97,155.68,122.43,129.85,53.52,50.08,49.52,1.88,0.89,0.23,9.37,0.89,0.8,0.12,2600,797.98,car 
280,1.21,227.27,2.19,2.39,204.09,241.26,236.45,14.71,13.56,13.21,2.48,0.6,0.64,7.08,1.34,0.88,-0.08,160,2750.31,3175,2,181.87,3,3.35,189.34,176.26,180,43.5,50.77,45.63,1.89,0.91,0.58,8.65,1.46,0.68,0.04,756,580.6,building 
634,1.3,224.32,1.96,2.36,198.69,236.65,237.61,7.74,7.79,7.91,3.1,0.5,0.8,6.73,1.61,0.78,-0.09,238,3157.49,9668,1.76,221.02,3.77,4.22,202.9,229.77,230.38,18.66,23,22.37,1.99,0.85,0.47,7.86,1.27,0.74,-0.06,1660,871.65,concrete 
1741,0.8,241.25,1.8,2.47,218.05,252.83,252.87,6.24,3.36,3.23,2.13,0.31,0.85,6.42,1.9,0.72,-0.07,412,3437.98,8450,1.44,238.45,2.04,3.52,215.18,250.29,249.88,9.93,9.65,10.43,2.39,0.57,0.77,6.85,1.61,0.82,-0.08,1296,2014.6,concrete 
1501,0.97,224.56,1.58,2.13,197.34,237.57,238.75,7.43,6.46,7.03,4.13,0.47,0.86,6.67,1.59,0.88,-0.09,330,2900.18,47333,4.76,220.17,16.85,6.7,196.03,231.56,232.93,12.73,13.11,12.9,2.06,0.73,0.21,7.47,0.54,0.95,-0.08,5828,1466.84,concrete 
706,0.56,222.25,1.66,2.26,194.35,235.54,236.87,7.49,6.64,6.59,4.06,0.52,0.87,6.6,1.5,0.9,-0.1,240,2707.06,47333,4.76,220.17,16.85,6.7,196.03,231.56,232.93,12.73,13.11,12.9,2.06,0.73,0.21,7.47,0.54,0.95,-0.08,5828,1466.84,concrete 
121,0.69,145.26,1.72,1.41,86.48,145.2,204.11,16.57,15.6,17.44,1.23,0.72,0.84,6.45,1.92,0.16,-0.25,62,2195.37,933,1.05,209.3,1.54,1.42,178.8,215.75,233.35,60.61,44.09,26.98,1.11,0.94,0.78,7.82,2.04,0.42,-0.09,174,429.59,pool 
680,0.61,224.3,1.3,1.78,192.72,237.64,242.54,6.84,7.09,7.2,3.17,0.44,0.91,6.59,1.61,0.86,-0.1,186,3614.74,20610,3.7,229.47,7.72,6.72,206.38,240.15,241.87,15.09,15.65,14.78,2.12,0.78,0.19,7.62,0.7,0.88,-0.08,3860,1302.6,building 
34,1.37,162.47,2.54,2.06,215.15,129.44,142.82,19.17,17.63,15.06,1.95,0.6,0.61,5.65,1.22,0.7,0.25,48,2960.46,5628,2.08,155.4,2.82,3.85,185.02,135.47,145.72,51.76,49.7,46.6,1.46,0.91,0.61,8.88,1.71,0.63,0.15,1154,593.04,tree 
142,0.84,168.49,1.64,1.59,197.2,152.62,155.65,11.61,9.38,8.85,1.9,0.63,0.81,6.52,1.71,0.66,0.13,76,2429.79,2440,1.66,156.58,2.08,2.96,191.88,134.18,143.7,25.7,29.83,27.16,1.46,0.84,0.6,8.33,1.75,0.29,0.18,584,1046.3,grass 
111,0.39,173.27,1.29,1.14,90.38,184.48,244.95,9.82,19.11,11.86,1.18,0.7,0.87,6.19,1.97,0.3,-0.34,48,2354.58,1539,2.5,192.97,4.35,3.07,198.28,185.75,194.87,55.08,48.12,39.2,1.16,0.94,0.53,7.94,1.42,0.51,0.03,482,409.89,pool 
186,1.96,151.97,2.9,3.67,193.17,128.94,133.81,14.38,13.71,12.89,2.5,0.58,0.5,7.04,1.17,0.79,0.2,200,3970.24,2729,1.59,138.71,1.89,2.85,159.67,126,130.46,54.88,44.86,43.63,2.06,0.92,0.7,8.87,1.66,0.76,0.12,596,584.11,tree 
215,1.68,208.93,2.99,3.27,206.19,210.72,209.87,9.05,9.93,10.31,1.84,0.52,0.54,6.68,1.44,0.66,-0.01,192,3172.89,12760,1.29,194.4,2.04,3.11,195.9,193.55,193.74,19.48,26.33,25.69,1.2,0.83,0.86,8.3,2.16,0.39,0.01,1404,1099.36,soil 
78,1.1,153.26,2.12,1.98,85.41,157.86,216.51,10.35,10.94,16.55,2.81,0.63,0.73,6.06,1.4,0.79,-0.3,70,3013.85,3491,1.98,157.16,2.88,2.87,162.42,150.09,158.97,51.25,47.49,45.55,2.18,0.92,0.71,8.77,1.56,0.78,0.04,678,584.66,pool 
313,1.98,210.82,3.1,3.14,184.48,223.18,224.8,7.13,6.29,6.34,3.35,0.57,0.57,6.41,1.3,0.8,-0.09,222,2935.75,6004,2.39,208.12,5.5,6.38,185.97,218.52,219.88,17.05,15.53,14.11,6.74,0.81,0.57,7.81,0.78,0.98,-0.08,1976,1195.54,concrete 
786,1.66,66.32,2.14,1.87,58.67,67.97,72.32,11.86,7.99,8.06,1.87,0.66,0.69,6.94,1.59,0.75,-0.07,210,2172.83,2019,2.38,57.06,3.9,2.83,59.3,53.15,58.75,27.62,18.66,18.94,2.63,0.83,0.45,7.96,1.13,0.76,0.05,508,1043.82,asphalt 
200,0.79,45.62,1.68,1.59,55.13,37.3,44.42,16.98,7.9,9.11,1.31,0.85,0.82,6.73,1.94,0.38,0.19,90,1156.63,3983,2.13,127.46,3.08,3.53,148.53,113.32,120.55,60.98,52.12,51.4,1.28,0.94,0.56,8.82,1.61,0.55,0.13,890,439.32,shadow 
143,1.58,142.79,2.71,2.72,206.91,102.77,118.71,16.64,14.19,14.73,1.49,0.74,0.62,6.89,1.54,0.41,0.34,130,2653.86,3983,2.13,127.46,3.08,3.53,148.53,113.32,120.55,60.98,52.12,51.4,1.28,0.94,0.56,8.82,1.61,0.55,0.13,890,439.32,tree 
424,1.31,231.78,1.98,1.87,197.58,248.01,249.74,8.66,8.57,7.35,1.07,0.51,0.68,6.69,1.81,0.28,-0.11,154,3020.9,4467,1.88,216.29,2.55,2.94,202.37,223.13,223.36,24.22,33.95,33.16,1.82,0.85,0.56,8.17,1.57,0.69,-0.05,786,885.18,building 
690,3.01,187.98,5.28,5.08,189.77,189.51,184.67,9.32,12.77,11.02,6.17,0.66,0.3,7.05,0.56,0.99,0,534,2721.39,2049,2.09,200.66,2.88,3.44,198.04,204.25,199.68,15.1,22.35,21.47,6.52,0.78,0.57,7.68,0.78,0.99,-0.02,622,1459.5,soil 
1230,1.09,233.07,2.07,2.89,205.83,245.97,247.42,6.44,5.9,5.6,4.84,0.25,0.73,6.4,1.25,0.93,-0.09,406,3426.97,8948,1.77,227.24,3.21,3.9,202.98,238.83,239.9,12.32,13.03,12.2,7.1,0.76,0.6,7.4,0.78,0.99,-0.08,1474,1459.95,concrete 
518,1.21,165.83,2.35,3.08,181.31,157.42,158.77,8.88,8.7,8.77,2.14,0.64,0.68,6.89,1.6,0.75,0.07,280,2488.34,16321,1.86,159.92,2.91,4.53,174.25,151.58,153.95,14.73,14.19,13.57,1.39,0.8,0.61,7.54,1.77,0.53,0.07,2314,1047.75,grass 
351,1.42,210.6,2.13,2.64,210.6,210.41,210.79,10.78,12.3,12.22,1.96,0.61,0.68,7.06,1.57,0.69,0,198,2870.93,980,1.45,205.96,2.11,2.97,209.25,204.96,203.66,11.67,14.18,14.78,3.28,0.63,0.76,7.45,1.41,0.9,0.01,372,2540.41,soil 
296,1.67,150.95,2.37,3.52,196.01,119.21,137.64,10.56,8.42,8.69,2.17,0.72,0.58,6.95,1.52,0.62,0.24,242,2046.76,3378,1.94,138.09,2.71,3.49,181.67,107.88,124.72,32.83,26.08,25.95,3.74,0.9,0.69,8.6,1.2,0.94,0.25,812,649.35,grass 
2158,0.83,236.71,1.57,2.49,204.53,252.77,252.84,6.62,3.29,3.29,6.84,0.46,0.87,6.55,1.14,0.97,-0.11,462,3038.35,11937,2.03,232.02,3.03,1.9,199.73,246.85,249.49,11.72,11.57,9.05,1.25,0.77,0.54,7.22,1.52,0.47,-0.11,832,1394.8,building 
465,1.27,233.83,3.25,3.18,209.47,246.09,245.94,5.1,5.1,5.31,1.44,0.24,0.66,6.14,1.69,0.45,-0.08,274,4258.51,19965,2.36,229.35,2.86,3.5,204.31,241.83,241.9,11.14,10.63,10.37,3.27,0.7,0.62,7.13,1.6,0.77,-0.08,1978,1530.34,concrete 
548,1.45,231.82,1.77,3.16,205.01,244.65,245.8,6.97,6.13,5.66,8,0.43,0.78,6.57,0.93,0.98,-0.09,296,3504.06,7700,1.52,226.16,1.44,2.61,204.41,236.21,237.87,13.35,12.38,11.93,4.48,0.75,0.82,7.36,1.34,0.93,-0.07,916,1395.36,concrete 
1430,1.15,218.32,1.93,2.82,195.36,228.9,230.71,5.98,6.21,6.67,1.73,0.37,0.82,6.38,1.95,0.64,-0.08,426,3313.64,36610,1.46,225.77,1.87,4.59,203.63,236.04,237.65,12.72,11.81,11.48,8.43,0.77,0.74,7.24,0.88,0.99,-0.07,3514,1232.54,concrete 
368,0.72,153.56,1.57,1.67,181.28,137.59,141.81,9.83,8.95,8.43,1,0.62,0.84,6.82,2.06,0.13,0.14,128,2594.54,4080,2.27,164.58,5.19,4.16,197.48,144.44,151.81,30.79,29.13,26.75,1.08,0.83,0.57,8.5,1.55,0.04,0.16,1062,1054.67,grass 
477,0.89,242.76,1.94,1.63,222.84,252.7,252.74,9.95,3.47,3.53,1.18,0.71,0.8,6.79,2.07,0.16,-0.06,142,1925.03,13068,1.87,234.34,2.86,3.4,211.27,246.1,245.66,19.54,17.31,17.6,2.14,0.85,0.62,7.89,1.48,0.85,-0.08,1554,891.94,building 
799,1.14,163.64,1.6,2.53,129.24,176.78,184.91,7.36,8,8.03,5,0.48,0.85,6.69,1.32,0.94,-0.16,286,3345.36,1231,1.28,167.56,2.08,1.72,134.52,180.19,187.98,17.45,16.99,16.37,3.05,0.84,0.76,7.37,1.41,0.91,-0.15,242,1175.8,building 
709,1.01,216.69,1.69,2.16,189.63,229.58,230.87,6.36,7,8.17,1.25,0.46,0.82,6.45,2.03,0.27,-0.1,230,3427.7,13737,2.28,219.54,4.39,6.16,193.17,231.89,233.56,19.8,19.42,19.41,1.64,0.8,0.25,8.09,1.19,0.66,-0.09,2888,1268.54,concrete 
556,1.27,192.62,2.25,2.91,196.63,193.88,187.35,11,11.27,9.7,5.96,0.71,0.65,6.94,0.95,0.98,0.01,274,1893.58,1263,2.32,190.67,2.84,3.83,195.62,190.3,186.09,13.08,16.19,14.32,7.57,0.75,0.59,7.29,0.73,0.99,0.01,544,1516.46,soil 
274,0.85,52.78,1.67,1.51,53.09,48.29,56.97,18.2,10.66,10.47,1.78,0.75,0.81,7.11,1.9,0.53,0.05,100,1700.95,4286,2.83,81.63,4.65,4.67,86.13,75.95,82.81,45.74,36.09,33.85,2.46,0.9,0.39,9.1,0.95,0.85,0.06,1222,764.18,shadow 
1417,0.91,215.23,1.97,3.06,189.18,227.68,228.83,7.56,6.87,6.9,7.74,0.54,0.79,6.73,0.97,0.98,-0.09,460,2752.27,8340,1.64,209.89,1.71,3.95,188.63,219.8,221.25,14.12,15.47,14.57,16.76,0.71,0.79,7.69,0.68,0.99,-0.08,1444,1784.18,concrete 
517,1.43,237.91,2.71,2.66,211.52,250.69,251.51,10.57,6.39,5.65,1.55,0.58,0.59,6.97,1.52,0.69,-0.08,242,2966.35,3699,1.87,230.6,2.76,4.49,209.27,242.19,240.32,19.94,18.41,20,3.95,0.76,0.46,8.04,1.05,0.9,-0.07,1092,1540.88,concrete 
494,1.3,208.3,1.94,1.89,183.8,232.31,208.79,8.44,8.64,8.95,1.07,0.41,0.75,6.54,1.94,0.35,-0.12,168,3064.44,9253,1.56,221.07,2.3,3.66,205.8,236.04,221.37,20.83,18.9,20.8,1.13,0.87,0.71,8.13,1.97,0.36,-0.07,1410,905.99,building 
1093,0.75,216.12,1.6,2.24,187.64,229.58,231.14,6.92,6.26,6.76,3.82,0.51,0.87,6.61,1.56,0.87,-0.1,296,3001.01,33153,2.7,222.94,6.32,7.26,199.12,235.15,234.54,16.64,14.57,14.26,4.21,0.85,0.29,7.81,0.68,0.95,-0.08,5284,969.36,concrete 
1259,1.05,225.38,1.98,2.28,194.09,242.74,239.32,7.26,6.98,6.96,1.08,0.42,0.84,6.52,2.18,0.19,-0.11,324,2937.3,33153,2.7,222.94,6.32,7.26,199.12,235.15,234.54,16.64,14.57,14.26,4.21,0.85,0.29,7.81,0.68,0.95,-0.08,5284,969.36,building 
127,1.66,149.34,2.39,2.48,194.58,118.98,134.44,21.21,15.56,15.23,1.19,0.53,0.63,6.8,1.55,0.34,0.24,112,3430.77,869,1.31,154.39,2.46,2.09,187.58,131.79,143.79,42.46,48.64,45.65,2.19,0.86,0.75,8.34,1.83,0.59,0.17,246,990.57,tree 
572,0.61,238.42,1.57,1.57,212.14,251.49,251.61,9.63,5.97,5.78,2.39,0.54,0.86,6.78,1.92,0.63,-0.08,150,2880.31,1057,1.16,228.92,1.53,1.65,198.03,243.43,245.31,19.79,13.74,12.07,1.71,0.83,0.81,7.63,1.84,0.66,-0.1,214,1257.64,building 
189,2.03,228.96,3.22,2.76,202.45,241.66,242.77,13.02,13.1,12.11,2.07,0.54,0.4,6.61,1.12,0.78,-0.09,152,3317.37,11315,2.72,229.96,5.21,4.92,201.49,244.25,244.14,12.21,11.51,11.38,1.43,0.84,0.61,7.26,1.64,0.28,-0.1,2092,1093.32,concrete 
358,1.43,96.44,2.47,2.91,77.99,102.18,109.16,7.56,8.12,8.15,1.31,0.51,0.73,6.62,1.84,0.43,-0.13,220,3493.85,4541,1.95,94,2.34,2.76,79.94,97.31,104.77,34.52,35.29,34.75,1.79,0.87,0.73,8.49,1.72,0.69,-0.1,744,906.16,asphalt 
215,1.59,171.87,2.51,2.39,189.41,162.93,163.27,14.99,12.14,10.45,1.99,0.82,0.59,6.95,1.42,0.73,0.08,140,1333.86,11967,1.22,168.18,2.47,4.31,184.45,159.21,160.87,16.82,18.24,17.47,1.17,0.83,0.67,7.94,1.98,0.48,0.07,1884,1119.01,grass 
486,0.83,36.71,1.62,1.72,32.73,35.22,42.18,7.57,6.95,7.55,1.84,0.53,0.81,6.66,1.86,0.63,-0.04,152,3121.64,9858,1.81,69.31,2.47,4.81,62.17,69.44,76.31,21.06,23.07,22.47,2.17,0.82,0.56,8.16,1.4,0.81,-0.06,1912,1245.09,shadow 
176,1.19,198.99,1.77,2,219.68,188.28,189.02,9.28,10.15,9.41,1.85,0.5,0.78,6.39,1.69,0.52,0.08,106,2888.06,12236,1.75,207.6,2.56,3.55,226.94,197.67,198.18,12.48,15.8,14.11,1.41,0.79,0.73,7.39,1.92,0.36,0.07,1570,1222.21,grass 
